# Characters data/qieyun_mc.tsv cannot read, and WHY. MISSING.md M-2.
# data/qieyun_mc.tsv itself is NOT modified: the CC0 original stays
# byte-identical and re-derivable, and this file sits beside it.
#
# THE MECHANISM, from the upstream source rather than from inference:
# nk2028/qieyun-data's 韻書/廣韻.csv prints 䰟 as the 字頭 of 小韻 483, whose
# 韻目原貌 is 魂. The rhyme group is NAMED 魂 and 魂 is never a headword in it,
# so 477 characters carry 魂 as their label and the character itself cannot be
# looked up. The extraction is faithful; the rime book is keyed on its own
# orthographic norm and a Song lyric is not.
#
# relation -- and this column is the whole point of the file. A refusal rate
# is uninterpretable until its causes are separated (doctrine 79, one layer
# down from the sonnet battery's):
#   異體  a variant of this character IS in the table. Read `target` instead.
#         An INGESTION defect, and it is now fixed.
#   簡化  a 1956 simplified form. `target` is what it simplifies. NOT mapped:
#         M-2 measured that resolving these silently returns a different
#         word's rhyme wherever the reform merged two Middle Chinese words.
#         A refusal, and its cause is the SCRIPT.
#   後起  no 廣韻 headword and no warranted 異體, but present in the
#         平水韻/詞林正韻 tables. A refusal, and it is CORRECT: the rime book
#         does not contain this graph.
#   混同  the character READS -- it is in the table -- but it doubles as the
#         simplification of `target`, so in a simplified text the reading
#         returned may be a different word's. Not a refusal: a hazard, and
#         the reason OpenCC is not the fix (M-2).
#
# WITNESSES for every 異體 row, and the standard is two:
#   PROPOSER  unicode-org/unihan-database, Unicode License v3 (redistribution
#             granted; this notice is the (b) route). kSemanticVariant,
#             kSpecializedSemanticVariant, kZVariant, read in both directions.
#   FILTER    hulbji/couyun (MIT): the pair must share a (聲, 平水韻部,
#             詞林韻部). This is not "these are the same character" -- it is
#             the predicate the module actually needs (doctrine 60):
#             substituting one for the other CANNOT change the verdict
#             ltc.rhymes gives at 平水韻 or 詞林正韻 granularity, because both
#             sit in the same cell of both standards. At RAW Qieyun
#             granularity it warrants nothing, so readings() marks every
#             substituted reading with `via` and rhyme_keys(standard='qieyun')
#             can be told apart from the two grouped standards.
#   Where Unihan proposes two targets that couyun places in different cells,
#   the row is REFUSED rather than resolved by a tie-break (doctrine 66).
#   The 19 pairs MISSING.md M-2 names are entered FIRST, with their named
#   target, so this file can be read against the register entry that motivated
#   it; 11 of the 19 are also proposed mechanically, and every one of the 19
#   is warranted by couyun.
char	relation	target	target_readings	witnesses
飐	簡化	颭	鹽上	Unihan kTraditionalVariant
飑	簡化	颮	江入|肴平	Unihan kTraditionalVariant
飒	簡化	颯	覃入	Unihan kTraditionalVariant
飓	簡化	颶		Unihan kTraditionalVariant
飔	簡化	颸	之平	Unihan kTraditionalVariant
飕	簡化	颼	尤平	Unihan kTraditionalVariant
飖	簡化	颻	宵平	Unihan kTraditionalVariant
飗	簡化	飀	尤平	Unihan kTraditionalVariant
飘	簡化	飄	宵平	Unihan kTraditionalVariant
飙	簡化	飆	宵平	Unihan kTraditionalVariant
飚	簡化	飈		Unihan kTraditionalVariant
飝	後起			no 廣韻 headword; in couyun 平水韻
飞	簡化	飛	微平	Unihan kTraditionalVariant
飡	異體	餐	寒平	Unihan+couyun
飦	異體	饘	仙上|仙平	Unihan+couyun
飨	簡化	饗	陽上	Unihan kTraditionalVariant
飬	後起			no 廣韻 headword; in couyun 平水韻
飮	異體	飲	侵上|侵去	Unihan+couyun
飰	後起			no 廣韻 headword; in couyun 平水韻
飱	異體	飧	魂平	Unihan+couyun
飸	後起			no 廣韻 headword; in couyun 平水韻
飹	後起			no 廣韻 headword; in couyun 平水韻
飿	後起			no 廣韻 headword; in couyun 平水韻
餂	後起			no 廣韻 headword; in couyun 平水韻
餃	後起			no 廣韻 headword; in couyun 平水韻
餇	後起			no 廣韻 headword; in couyun 平水韻
餍	簡化	饜	鹽去|鹽平	Unihan kTraditionalVariant
餙	異體	飾	蒸入	Unihan+couyun
餜	異體	䴹	歌上|麻上	Unihan+couyun
餝	後起			no 廣韻 headword; in couyun 平水韻
餠	異體	餅	清上	Unihan+couyun
餡	後起			no 廣韻 headword; in couyun 平水韻
餢	後起			no 廣韻 headword; in couyun 平水韻
餰	後起			no 廣韻 headword; in couyun 平水韻
餳	後起			no 廣韻 headword; in couyun 平水韻
餵	異體	諉	支去	Unihan+couyun
餶	後起			no 廣韻 headword; in couyun 平水韻
饀	後起			no 廣韻 headword; in couyun 平水韻
饄	後起			no 廣韻 headword; in couyun 平水韻
饈	後起			no 廣韻 headword; in couyun 平水韻
饏	後起			no 廣韻 headword; in couyun 平水韻
饓	後起			no 廣韻 headword; in couyun 平水韻
饚	後起			no 廣韻 headword; in couyun 平水韻
饤	簡化	飣	青去	Unihan kTraditionalVariant
饥	簡化	飢饑		Unihan kTraditionalVariant
饦	簡化	飥	唐入	Unihan kTraditionalVariant
饧	簡化	餳		Unihan kTraditionalVariant
饨	簡化	飩	魂平	Unihan kTraditionalVariant
饩	簡化	餼	微去	Unihan kTraditionalVariant
饪	簡化	飪	侵上	Unihan kTraditionalVariant
饫	簡化	飫	魚去	Unihan kTraditionalVariant
饬	簡化	飭	蒸入	Unihan kTraditionalVariant
饭	簡化	飯	元上|元去	Unihan kTraditionalVariant
饮	簡化	飲	侵上|侵去	Unihan kTraditionalVariant
饯	簡化	餞	仙上|仙去	Unihan kTraditionalVariant
饰	簡化	飾	蒸入	Unihan kTraditionalVariant
饱	簡化	飽	肴上	Unihan kTraditionalVariant
饲	簡化	飼	之去	Unihan kTraditionalVariant
饳	簡化	飿		Unihan kTraditionalVariant
饴	簡化	飴	之平	Unihan kTraditionalVariant
饵	簡化	餌	之去	Unihan kTraditionalVariant
饶	簡化	饒	宵去|宵平	Unihan kTraditionalVariant
饷	簡化	餉	陽去	Unihan kTraditionalVariant
饸	簡化	餄	咸入	Unihan kTraditionalVariant
饺	簡化	餃		Unihan kTraditionalVariant
饼	簡化	餅	清上	Unihan kTraditionalVariant
饽	簡化	餑	魂入	Unihan kTraditionalVariant
饾	簡化	餖	侯去	Unihan kTraditionalVariant
饿	簡化	餓	歌去	Unihan kTraditionalVariant
馀	簡化	餘	魚平	Unihan kTraditionalVariant
馁	簡化	餒	灰上	Unihan kTraditionalVariant
馂	簡化	餕	眞去	Unihan kTraditionalVariant
馃	簡化	餜		Unihan kTraditionalVariant
馄	簡化	餛	魂平	Unihan kTraditionalVariant
馅	簡化	餡		Unihan kTraditionalVariant
馆	簡化	館	寒去	Unihan kTraditionalVariant
馈	簡化	饋	脂去	Unihan kTraditionalVariant
馉	簡化	餶		Unihan kTraditionalVariant
馊	簡化	餿	尤平	Unihan kTraditionalVariant
馋	簡化	饞	咸平	Unihan kTraditionalVariant
馌	簡化	饁	鹽入	Unihan kTraditionalVariant
馎	簡化	餺	唐入	Unihan kTraditionalVariant
馏	簡化	餾	尤去|尤平	Unihan kTraditionalVariant
馐	簡化	饈		Unihan kTraditionalVariant
馑	簡化	饉	眞去	Unihan kTraditionalVariant
馒	簡化	饅	寒平	Unihan kTraditionalVariant
馓	簡化	饊	寒上	Unihan kTraditionalVariant
馔	簡化	饌	仙去|刪上	Unihan kTraditionalVariant
馜	後起			no 廣韻 headword; in couyun 平水韻
馟	後起			no 廣韻 headword; in couyun 平水韻
馢	後起			no 廣韻 headword; in couyun 平水韻
馪	後起			no 廣韻 headword; in couyun 平水韻
馫	後起			no 廣韻 headword; in couyun 平水韻
馷	後起			no 廣韻 headword; in couyun 平水韻
馸	後起			no 廣韻 headword; in couyun 平水韻
馿	異體	驢	魚平	Unihan+couyun
駀	後起			no 廣韻 headword; in couyun 平水韻
駄	後起			no 廣韻 headword; in couyun 平水韻
駅	後起			no 廣韻 headword; in couyun 平水韻
駆	後起			no 廣韻 headword; in couyun 平水韻
駈	後起			no 廣韻 headword; in couyun 平水韻
駋	後起			no 廣韻 headword; in couyun 平水韻
駌	後起			no 廣韻 headword; in couyun 平水韻
駍	後起			no 廣韻 headword; in couyun 平水韻
駡	後起			no 廣韻 headword; in couyun 平水韻
駦	異體	騰	登平	Unihan+couyun
駨	後起			no 廣韻 headword; in couyun 平水韻
駯	後起			no 廣韻 headword; in couyun 平水韻
駳	後起			no 廣韻 headword; in couyun 平水韻
駵	後起			no 廣韻 headword; in couyun 平水韻
騆	後起			no 廣韻 headword; in couyun 平水韻
騈	異體	駢	先平	Unihan+couyun
騌	後起			no 廣韻 headword; in couyun 平水韻
騍	後起			no 廣韻 headword; in couyun 平水韻
騐	異體	驗	鹽去	Unihan+couyun
騒	後起			no 廣韻 headword; in couyun 平水韻
験	後起			no 廣韻 headword; in couyun 平水韻
騔	後起			no 廣韻 headword; in couyun 平水韻
騘	異體	驄	東平	Unihan+couyun
騙	異體	騗	仙去	Unihan+couyun
騞	後起			no 廣韻 headword; in couyun 平水韻
騡	後起			no 廣韻 headword; in couyun 平水韻
騦	後起			no 廣韻 headword; in couyun 平水韻
騨	後起			no 廣韻 headword; in couyun 平水韻
騳	後起			no 廣韻 headword; in couyun 平水韻
騸	後起			no 廣韻 headword; in couyun 平水韻
騹	後起			no 廣韻 headword; in couyun 平水韻
騿	後起			no 廣韻 headword; in couyun 平水韻
驆	後起			no 廣韻 headword; in couyun 平水韻
驏	後起			no 廣韻 headword; in couyun 平水韻
驑	後起			no 廣韻 headword; in couyun 平水韻
驝	後起			no 廣韻 headword; in couyun 平水韻
驞	後起			no 廣韻 headword; in couyun 平水韻
驣	後起			no 廣韻 headword; in couyun 平水韻
马	簡化	馬	麻上	Unihan kTraditionalVariant
驭	簡化	馭	魚去	Unihan kTraditionalVariant
驮	簡化	馱	歌去|歌平	Unihan kTraditionalVariant
驯	簡化	馴	眞平	Unihan kTraditionalVariant
驰	簡化	馳	支平	Unihan kTraditionalVariant
驱	簡化	驅	虞去|虞平	Unihan kTraditionalVariant
驲	簡化	馹	眞入	Unihan kTraditionalVariant
驳	簡化	駁	江入	Unihan kTraditionalVariant
驴	簡化	驢	魚平	Unihan kTraditionalVariant
驵	簡化	駔	唐上|模上	Unihan kTraditionalVariant
驶	簡化	駛	之上|之去	Unihan kTraditionalVariant
驷	簡化	駟	脂去	Unihan kTraditionalVariant
驸	簡化	駙	虞去	Unihan kTraditionalVariant
驹	簡化	駒	虞平	Unihan kTraditionalVariant
驺	簡化	騶	尤平	Unihan kTraditionalVariant
驻	簡化	駐	虞去	Unihan kTraditionalVariant
驼	簡化	駝	歌平	Unihan kTraditionalVariant
驽	簡化	駑	模平	Unihan kTraditionalVariant
驾	簡化	駕	麻去	Unihan kTraditionalVariant
驿	簡化	驛	清入	Unihan kTraditionalVariant
骀	簡化	駘	咍上|咍平	Unihan kTraditionalVariant
骁	簡化	驍	蕭平	Unihan kTraditionalVariant
骂	簡化	罵駡		Unihan kTraditionalVariant
骃	簡化	駰	眞平	Unihan kTraditionalVariant
骄	簡化	驕	宵平	Unihan kTraditionalVariant
骅	簡化	驊	麻平	Unihan kTraditionalVariant
骆	簡化	駱	唐入	Unihan kTraditionalVariant
骇	簡化	駭	皆上	Unihan kTraditionalVariant
骈	簡化	駢	先平	Unihan kTraditionalVariant
骉	簡化	驫	宵平|幽平	Unihan kTraditionalVariant
骊	簡化	驪	支平|齊平	Unihan kTraditionalVariant
骋	簡化	騁	清上	Unihan kTraditionalVariant
验	簡化	驗	鹽去	Unihan kTraditionalVariant
骍	簡化	騂	清平	Unihan kTraditionalVariant
骎	簡化	駸	侵平	Unihan kTraditionalVariant
骏	簡化	駿	眞去	Unihan kTraditionalVariant
骐	簡化	騏	之平	Unihan kTraditionalVariant
骑	簡化	騎	支去|支平	Unihan kTraditionalVariant
骒	簡化	騍		Unihan kTraditionalVariant
骓	簡化	騅	脂平	Unihan kTraditionalVariant
骔	簡化	騌		Unihan kTraditionalVariant
骕	簡化	驌	東入	Unihan kTraditionalVariant
骖	簡化	驂	覃平	Unihan kTraditionalVariant
骗	簡化	騙		Unihan kTraditionalVariant
骘	簡化	騭	眞入	Unihan kTraditionalVariant
骙	簡化	騤	先入|脂平	Unihan kTraditionalVariant
骚	簡化	騷	豪平	Unihan kTraditionalVariant
骛	簡化	騖	虞去	Unihan kTraditionalVariant
骜	簡化	驁	豪去|豪平	Unihan kTraditionalVariant
骝	簡化	騮	尤平	Unihan kTraditionalVariant
骞	簡化	騫	仙平	Unihan kTraditionalVariant
骟	簡化	騸		Unihan kTraditionalVariant
骠	簡化	驃	宵去	Unihan kTraditionalVariant
骡	簡化	騾	歌平	Unihan kTraditionalVariant
骢	簡化	驄	東平	Unihan kTraditionalVariant
骣	簡化	驏		Unihan kTraditionalVariant
骤	簡化	驟	尤去	Unihan kTraditionalVariant
骥	簡化	驥	脂去	Unihan kTraditionalVariant
骦	簡化	驦	陽平	Unihan kTraditionalVariant
骧	簡化	驤	陽平	Unihan kTraditionalVariant
骩	後起			no 廣韻 headword; in couyun 平水韻
骪	後起			no 廣韻 headword; in couyun 平水韻
骮	後起			no 廣韻 headword; in couyun 平水韻
骵	後起			no 廣韻 headword; in couyun 平水韻
骷	後起			no 廣韻 headword; in couyun 平水韻
髄	後起			no 廣韻 headword; in couyun 平水韻
髅	簡化	髏	侯平	Unihan kTraditionalVariant
髋	簡化	髖	寒平|魂平	Unihan kTraditionalVariant
髌	簡化	髕	眞上	Unihan kTraditionalVariant
髍	後起			no 廣韻 headword; in couyun 平水韻
髐	後起			no 廣韻 headword; in couyun 平水韻
髙	異體	高	豪平	Unihan+couyun
髚	後起			no 廣韻 headword; in couyun 平水韻
髛	後起			no 廣韻 headword; in couyun 平水韻
髜	後起			no 廣韻 headword; in couyun 平水韻
髠	異體	髡	魂平	Unihan+couyun
髥	後起			no 廣韻 headword; in couyun 平水韻
髨	後起			no 廣韻 headword; in couyun 平水韻
髩	異體	鬢	眞去	Unihan+couyun
髪	後起			no 廣韻 headword; in couyun 平水韻
髭	後起			no 廣韻 headword; in couyun 平水韻
髰	後起			no 廣韻 headword; in couyun 平水韻
髱	後起			no 廣韻 headword; in couyun 平水韻
髷	後起			no 廣韻 headword; in couyun 平水韻
髹	異體	髤	尤平	Unihan+couyun
鬁	後起			no 廣韻 headword; in couyun 平水韻
鬂	異體	鬢	眞去	Unihan+couyun
鬍	後起			no 廣韻 headword; in couyun 平水韻
鬎	後起			no 廣韻 headword; in couyun 平水韻
鬓	簡化	鬢	眞去	Unihan kTraditionalVariant
鬔	後起			no 廣韻 headword; in couyun 平水韻
鬛	後起			no 廣韻 headword; in couyun 平水韻
鬝	後起			no 廣韻 headword; in couyun 平水韻
鬦	異體	鬥	侯去	Unihan+couyun
鬭	異體	鬥	侯去	Unihan+couyun
鬰	後起			no 廣韻 headword; in couyun 平水韻
鬶	簡化	鬹	支平	Unihan kTraditionalVariant
鬸	後起			no 廣韻 headword; in couyun 平水韻
鬺	後起			no 廣韻 headword; in couyun 平水韻
鬿	後起			no 廣韻 headword; in couyun 平水韻
魀	後起			no 廣韻 headword; in couyun 平水韻
魂	異體	䰟	魂平	couyun
魆	後起			no 廣韻 headword; in couyun 平水韻
魇	簡化	魘	鹽上|鹽入	Unihan kTraditionalVariant
魉	簡化	魎	陽上	Unihan kTraditionalVariant
魐	後起			no 廣韻 headword; in couyun 平水韻
魒	後起			no 廣韻 headword; in couyun 平水韻
魓	後起			no 廣韻 headword; in couyun 平水韻
魕	後起			no 廣韻 headword; in couyun 平水韻
魙	後起			no 廣韻 headword; in couyun 平水韻
魜	後起			no 廣韻 headword; in couyun 平水韻
魣	後起			no 廣韻 headword; in couyun 平水韻
魨	後起			no 廣韻 headword; in couyun 平水韻
魩	後起			no 廣韻 headword; in couyun 平水韻
魭	後起			no 廣韻 headword; in couyun 平水韻
魰	後起			no 廣韻 headword; in couyun 平水韻
魲	後起			no 廣韻 headword; in couyun 平水韻
魷	異體	鰌	尤平	Unihan+couyun
魻	後起			no 廣韻 headword; in couyun 平水韻
鮁	後起			no 廣韻 headword; in couyun 平水韻
鮃	後起			no 廣韻 headword; in couyun 平水韻
鮄	後起			no 廣韻 headword; in couyun 平水韻
鮉	後起			no 廣韻 headword; in couyun 平水韻
鮌	後起			no 廣韻 headword; in couyun 平水韻
鮔	後起			no 廣韻 headword; in couyun 平水韻
鮕	後起			no 廣韻 headword; in couyun 平水韻
鮙	後起			no 廣韻 headword; in couyun 平水韻
鮝	異體	鯗	陽上	Unihan+couyun
鮟	後起			no 廣韻 headword; in couyun 平水韻
鮰	後起			no 廣韻 headword; in couyun 平水韻
鮳	後起			no 廣韻 headword; in couyun 平水韻
鮺	後起			no 廣韻 headword; in couyun 平水韻
鮻	後起			no 廣韻 headword; in couyun 平水韻
鮼	後起			no 廣韻 headword; in couyun 平水韻
鮽	後起			no 廣韻 headword; in couyun 平水韻
鯂	後起			no 廣韻 headword; in couyun 平水韻
鯄	後起			no 廣韻 headword; in couyun 平水韻
鯋	後起			no 廣韻 headword; in couyun 平水韻
鯌	後起			no 廣韻 headword; in couyun 平水韻
鯍	後起			no 廣韻 headword; in couyun 平水韻
鯘	後起			no 廣韻 headword; in couyun 平水韻
鯙	後起			no 廣韻 headword; in couyun 平水韻
鯚	後起			no 廣韻 headword; in couyun 平水韻
鯣	後起			no 廣韻 headword; in couyun 平水韻
鯦	後起			no 廣韻 headword; in couyun 平水韻
鯭	後起			no 廣韻 headword; in couyun 平水韻
鯮	後起			no 廣韻 headword; in couyun 平水韻
鯯	後起			no 廣韻 headword; in couyun 平水韻
鯰	異體	鮎	添平	Unihan+couyun
鯺	後起			no 廣韻 headword; in couyun 平水韻
鯻	後起			no 廣韻 headword; in couyun 平水韻
鰁	後起			no 廣韻 headword; in couyun 平水韻
鰆	後起			no 廣韻 headword; in couyun 平水韻
鰉	異體	鱑	唐平	Unihan+couyun
鰎	後起			no 廣韻 headword; in couyun 平水韻
鰏	後起			no 廣韻 headword; in couyun 平水韻
鰔	後起			no 廣韻 headword; in couyun 平水韻
鰖	後起			no 廣韻 headword; in couyun 平水韻
鰟	後起			no 廣韻 headword; in couyun 平水韻
鰫	後起			no 廣韻 headword; in couyun 平水韻
鰳	後起			no 廣韻 headword; in couyun 平水韻
鰽	後起			no 廣韻 headword; in couyun 平水韻
鱃	後起			no 廣韻 headword; in couyun 平水韻
鱆	後起			no 廣韻 headword; in couyun 平水韻
鱉	異體	鼈	仙入	Unihan+couyun
鱋	後起			no 廣韻 headword; in couyun 平水韻
鱔	異體	鱓	仙上	Unihan+couyun
鱘	後起			no 廣韻 headword; in couyun 平水韻
鱞	後起			no 廣韻 headword; in couyun 平水韻
鱥	後起			no 廣韻 headword; in couyun 平水韻
鱨	後起			no 廣韻 headword; in couyun 平水韻
鱱	後起			no 廣韻 headword; in couyun 平水韻
鱳	後起			no 廣韻 headword; in couyun 平水韻
鱶	後起			no 廣韻 headword; in couyun 平水韻
鱷	異體	鰐	唐入	Unihan+couyun
鱹	後起			no 廣韻 headword; in couyun 平水韻
鱼	簡化	魚	魚平	Unihan kTraditionalVariant
鱽	簡化	魛	豪平	Unihan kTraditionalVariant
鱿	簡化	魷		Unihan kTraditionalVariant
鲀	簡化	魨		Unihan kTraditionalVariant
鲁	簡化	魯	模上	Unihan kTraditionalVariant
鲂	簡化	魴	陽平	Unihan kTraditionalVariant
鲄	簡化	魺	歌平	Unihan kTraditionalVariant
鲅	簡化	鮁		Unihan kTraditionalVariant
鲆	簡化	鮃		Unihan kTraditionalVariant
鲇	簡化	鮎	添平	Unihan kTraditionalVariant
鲈	簡化	鱸	模平	Unihan kTraditionalVariant
鲉	簡化	鮋	尤平	Unihan kTraditionalVariant
鲊	簡化	鮓	麻上	Unihan kTraditionalVariant
鲋	簡化	鮒	虞去	Unihan kTraditionalVariant
鲌	簡化	鮊	庚入	Unihan kTraditionalVariant
鲍	簡化	鮑	肴上	Unihan kTraditionalVariant
鲎	簡化	鱟	侯去|冬入	Unihan kTraditionalVariant
鲏	簡化	鮍	支平	Unihan kTraditionalVariant
鲐	簡化	鮐	咍平	Unihan kTraditionalVariant
鲑	簡化	鮭	佳平|齊平	Unihan kTraditionalVariant
鲒	簡化	鮚	眞入	Unihan kTraditionalVariant
鲓	簡化	鮳		Unihan kTraditionalVariant
鲔	簡化	鮪	脂上	Unihan kTraditionalVariant
鲕	簡化	鮞	之平|東入	Unihan kTraditionalVariant
鲖	簡化	鮦	尤上|東平|鍾上	Unihan kTraditionalVariant
鲗	簡化	鰂	登入	Unihan kTraditionalVariant
鲘	簡化	鮜	侯去	Unihan kTraditionalVariant
鲙	簡化	鱠	泰去	Unihan kTraditionalVariant
鲚	簡化	鱭	齊上	Unihan kTraditionalVariant
鲛	簡化	鮫	肴平	Unihan kTraditionalVariant
鲜	簡化	鮮	仙上|仙去|仙平	Unihan kTraditionalVariant
鲝	簡化	鮺		Unihan kTraditionalVariant
鲞	簡化	鮝鯗		Unihan kTraditionalVariant
鲟	簡化	鱘		Unihan kTraditionalVariant
鲠	簡化	鯁	庚上	Unihan kTraditionalVariant
鲡	簡化	鱺	齊上	Unihan kTraditionalVariant
鲢	簡化	鰱	仙平	Unihan kTraditionalVariant
鲣	簡化	鰹	先平	Unihan kTraditionalVariant
鲤	簡化	鯉	之上	Unihan kTraditionalVariant
鲥	簡化	鰣	之平	Unihan kTraditionalVariant
鲦	簡化	鰷	蕭平	Unihan kTraditionalVariant
鲧	簡化	鯀	魂上	Unihan kTraditionalVariant
鲨	簡化	鯊	麻平	Unihan kTraditionalVariant
鲩	簡化	鯇	刪上	Unihan kTraditionalVariant
鲪	簡化	鮶	文平	Unihan kTraditionalVariant
鲫	簡化	鯽	清入|蒸入	Unihan kTraditionalVariant
鲭	簡化	鯖	清平|青平	Unihan kTraditionalVariant
鲮	簡化	鯪	蒸平	Unihan kTraditionalVariant
鲯	簡化	鯕	之平	Unihan kTraditionalVariant
鲰	簡化	鯫	侯上|侯平|虞平	Unihan kTraditionalVariant
鲱	簡化	鯡	微去	Unihan kTraditionalVariant
鲲	簡化	鯤	魂平	Unihan kTraditionalVariant
鲳	簡化	鯧	陽平	Unihan kTraditionalVariant
鲴	簡化	鯝	模去	Unihan kTraditionalVariant
鲵	簡化	鯢	齊平	Unihan kTraditionalVariant
鲶	簡化	鯰		Unihan kTraditionalVariant
鲷	簡化	鯛	蕭平	Unihan kTraditionalVariant
鲸	簡化	鯨	庚平	Unihan kTraditionalVariant
鲻	簡化	鯔	之平	Unihan kTraditionalVariant
鲽	簡化	鰈	談入	Unihan kTraditionalVariant
鲾	簡化	鰏		Unihan kTraditionalVariant
鲿	簡化	鱨		Unihan kTraditionalVariant
鳀	簡化	鯷	支去|齊去|齊平	Unihan kTraditionalVariant
鳂	簡化	鰃	灰平	Unihan kTraditionalVariant
鳃	簡化	鰓	咍平	Unihan kTraditionalVariant
鳄	簡化	鰐鱷		Unihan kTraditionalVariant
鳅	簡化	鰍	尤平	Unihan kTraditionalVariant
鳆	簡化	鰒	東入|江入	Unihan kTraditionalVariant
鳇	簡化	鰉		Unihan kTraditionalVariant
鳈	簡化	鰁		Unihan kTraditionalVariant
鳉	簡化	鱂	陽平	Unihan kTraditionalVariant
鳊	簡化	鯿	仙平|刪平	Unihan kTraditionalVariant
鳋	簡化	鰠	豪平	Unihan kTraditionalVariant
鳌	簡化	鰲	豪平	Unihan kTraditionalVariant
鳍	簡化	鰭	脂平	Unihan kTraditionalVariant
鳎	簡化	鰨	談入	Unihan kTraditionalVariant
鳏	簡化	鰥	山去|山平	Unihan kTraditionalVariant
鳐	簡化	鰩	宵平	Unihan kTraditionalVariant
鳑	簡化	鰟		Unihan kTraditionalVariant
鳒	簡化	鰜	咸平|添平	Unihan kTraditionalVariant
鳓	簡化	鰳		Unihan kTraditionalVariant
鳔	簡化	鰾	宵上	Unihan kTraditionalVariant
鳖	簡化	鱉		Unihan kTraditionalVariant
鳗	簡化	鰻	元去|寒平	Unihan kTraditionalVariant
鳘	簡化	鰵	眞上	Unihan kTraditionalVariant
鳙	簡化	鱅	鍾平	Unihan kTraditionalVariant
鳛	簡化	鰼	侵入	Unihan kTraditionalVariant
鳜	簡化	鱖	元入|祭去	Unihan kTraditionalVariant
鳝	簡化	鱔		Unihan kTraditionalVariant
鳞	簡化	鱗	眞平	Unihan kTraditionalVariant
鳟	簡化	鱒	魂上|魂去	Unihan kTraditionalVariant
鳠	簡化	鱯	模去|耕入|麻去	Unihan kTraditionalVariant
鳡	簡化	鱤	覃上	Unihan kTraditionalVariant
鳢	簡化	鱧	齊上	Unihan kTraditionalVariant
鳣	簡化	鱣	仙平	Unihan kTraditionalVariant
鳬	後起			no 廣韻 headword; in couyun 平水韻
鳮	異體	雞	齊平	Unihan+couyun
鳯	後起			no 廣韻 headword; in couyun 平水韻
鳵	後起			no 廣韻 headword; in couyun 平水韻
鳸	後起			no 廣韻 headword; in couyun 平水韻
鳾	後起			no 廣韻 headword; in couyun 平水韻
鴁	後起			no 廣韻 headword; in couyun 平水韻
鴃	後起			no 廣韻 headword; in couyun 平水韻
鴄	後起			no 廣韻 headword; in couyun 平水韻
鴌	後起			no 廣韻 headword; in couyun 平水韻
鴍	後起			no 廣韻 headword; in couyun 平水韻
鴎	後起			no 廣韻 headword; in couyun 平水韻
鴑	後起			no 廣韻 headword; in couyun 平水韻
鴔	後起			no 廣韻 headword; in couyun 平水韻
鴕	後起			no 廣韻 headword; in couyun 平水韻
鴖	後起			no 廣韻 headword; in couyun 平水韻
鴙	後起			no 廣韻 headword; in couyun 平水韻
鴡	後起			no 廣韻 headword; in couyun 平水韻
鴥	後起			no 廣韻 headword; in couyun 平水韻
鴧	後起			no 廣韻 headword; in couyun 平水韻
鴩	後起			no 廣韻 headword; in couyun 平水韻
鴬	後起			no 廣韻 headword; in couyun 平水韻
鴴	後起			no 廣韻 headword; in couyun 平水韻
鴵	後起			no 廣韻 headword; in couyun 平水韻
鴼	後起			no 廣韻 headword; in couyun 平水韻
鵄	後起			no 廣韻 headword; in couyun 平水韻
鵉	後起			no 廣韻 headword; in couyun 平水韻
